Restaurant Name,Cuisines,Aggregate rating,Price range,City
Faeem Chicken Corner,Mughlai,0.0,1,New Delhi
Chakhna,"North Indian, Chinese",0.0,1,New Delhi
The Burger Hub,"Burger, Fast Food, Chinese",0.0,1,Gurgaon
JD's Food Court,"North Indian, Chinese",0.0,2,New Delhi
Hang Out,"Italian, Continental, Fast Food, North Indian",0.0,3,New Delhi
Chination,Chinese,0.0,2,Noida
Savoury Street,"North Indian, Continental, Italian",0.0,2,Noida
Janta Special Lassi Corner,Street Food,0.0,1,New Delhi
Munna Bakery,Bakery,0.0,1,New Delhi
Recipe Tadka,North Indian,0.0,2,New Delhi
Vikram Ji Snacks,Fast Food,0.0,1,New Delhi
Sai Bhojanalay,North Indian,0.0,1,New Delhi
Chocofairies,Bakery,0.0,1,New Delhi
Cafe Brownie,"Cafe, Italian",0.0,2,New Delhi
Bake Your Dreamz,"Bakery, Desserts",0.0,2,Faridabad
The Feast Box,"Chinese, Thai, Fast Food",0.0,2,Noida
Bake Bite,"Bakery, Fast Food",0.0,1,New Delhi
Asia Seven Express,Chinese,0.0,2,New Delhi
All Day 99,"North Indian, Chinese, South Indian",0.0,1,New Delhi
Standard Sweets & Confectioners,"Mithai, Street Food",0.0,1,Noida
The Zaika King,"North Indian, Mughlai",0.0,2,Noida
Sugandh Corner,South Indian,0.0,1,New Delhi
Shree Laxmi Dhaba,North Indian,0.0,1,New Delhi
The Muffin Girl,Bakery,0.0,1,New Delhi
Bhashi Caterers,North Indian,0.0,2,New Delhi
Zaika Kathi Roll,Fast Food,0.0,1,New Delhi
Cafe Huddle,Fast Food,0.0,2,New Delhi
Kwality Sweet Corner,"Chinese, Mithai",0.0,1,New Delhi
Hunger's Hut,"North Indian, Mughlai",0.0,1,Noida
Standard Punjabi Food,North Indian,0.0,1,New Delhi
Grill Inn,Fast Food,0.0,1,Noida
Intermission,"Bakery, Fast Food",0.0,1,New Delhi
Anna Dosa,South Indian,0.0,1,New Delhi
Serendipity Cafe,Cafe,0.0,1,Noida
Upper Deck,"North Indian, Chinese",0.0,3,Noida
Dosa Junction,South Indian,0.0,1,New Delhi
Swag Cafe,"North Indian, Chinese, Fast Food",0.0,2,New Delhi
Today Pizza,Fast Food,0.0,1,New Delhi
Bikaner Sweets & Pastry Corner,"Mithai, Street Food",0.0,1,New Delhi
Eating Point,North Indian,0.0,1,Noida
Funduz Cafe,Fast Food,0.0,1,New Delhi
Choco Bee,"Bakery, Desserts",0.0,2,Noida
Drepung Loselling,"Tibetan, Chinese",0.0,1,New Delhi
Mama Bhanja Corner,North Indian,0.0,2,New Delhi
Punjabi Virsa,"North Indian, Chinese, Mughlai",0.0,2,New Delhi
Sahib Jhatka Chicken Shop,North Indian,0.0,1,New Delhi
Salt & Peppers,Chinese,0.0,2,New Delhi
Sethi Ice Cream Parlour,"Desserts, Beverages",0.0,1,New Delhi
Chilli Tadka,North Indian,0.0,1,New Delhi
G+,Mithai,0.0,1,New Delhi
Bollycric,"North Indian, South Indian, Chinese",0.0,1,Noida
Food Ka Adda,"North Indian, Chinese, South Indian",0.0,1,Gurgaon
Biryani Bot,Biryani,0.0,1,New Delhi
Silver,"North Indian, Chinese, Continental",0.0,3,Faridabad
Delhi Chaap Express,North Indian,0.0,1,New Delhi
Aggarwal Bikaneri Sweets & Restaurant,"Street Food, Mithai",0.0,1,Noida
Nanu Ki Rasoi,North Indian,0.0,1,New Delhi
Bake Cuddle,Bakery,0.0,1,Gurgaon
Dove And Mouse,"Cafe, Desserts",0.0,2,Noida
Turban Tadka,"North Indian, Fast Food",0.0,1,New Delhi
The Kitchen Factory,"North Indian, Chinese",0.0,1,Noida
Arora Pastry Palace,"Bakery, Fast Food",0.0,1,New Delhi
Kamal Chat Bhandar,Street Food,0.0,1,New Delhi
KBC_,"North Indian, Mughlai",0.0,2,Noida
Punjabi Chicken,North Indian,0.0,1,New Delhi
Sapna Restaurant,"North Indian, Chinese",0.0,1,New Delhi
Roasted - Roseate,"Cafe, Bakery",0.0,3,New Delhi
The Darjiling Delicious Chinese Food,Chinese,0.0,1,New Delhi
Aggarwal Jalebi Wale,Street Food,0.0,1,New Delhi
Singh Chicken,North Indian,0.0,2,New Delhi
Meatwale.com,"Raw Meats, Fast Food",0.0,1,Noida
Wah Wah Chicken Corner,North Indian,0.0,1,New Delhi
Dilkhush Punjabi Dhaba,North Indian,0.0,2,New Delhi
Chocolangels,"Bakery, Desserts",0.0,1,New Delhi
Rollacious,Fast Food,0.0,1,New Delhi
Vyanjan,North Indian,0.0,1,Noida
Zaika of Dilli 6,"North Indian, Chinese, Kashmiri",0.0,2,Noida
Jai Jagannath Hotel,South Indian,0.0,1,Faridabad
The Pork Shop,Chinese,0.0,1,New Delhi
Veg Darbar - The Royal Taste,"North Indian, Chinese",0.0,1,New Delhi
Da Bawarchi,"North Indian, Street Food",0.0,1,New Delhi
C Cube,"American, Italian, North Indian, Chinese",0.0,2,Noida
Kukkuu Da Dhaba,North Indian,0.0,1,New Delhi
M&S Coffee Cafe,Fast Food,0.0,1,New Delhi
Zaika-e-Dilli,North Indian,0.0,1,New Delhi
Second Home,"Chinese, North Indian",0.0,2,Noida
Cafe Corner,Fast Food,0.0,1,New Delhi
The AB's Kitchen,"Chinese, North Indian",0.0,1,New Delhi
F Marquee,"North Indian, Chinese, Continental",0.0,4,New Delhi
Pizza Hub,"Fast Food, Pizza",0.0,1,New Delhi
Delhi Cafe Restaurant,North Indian,0.0,1,New Delhi
Tasty But Healthy,"Fast Food, North Indian",0.0,1,Gurgaon
Chocolate Therapy by Nishi,Bakery,0.0,1,Noida
Punjabi Chulha,North Indian,0.0,1,Faridabad
Tamasha In Tafree,Cafe,0.0,2,Faridabad
Lush,"Afghani, North Indian, Pakistani, Arabian",0.0,2,New Delhi
Ammi's Kitchen,Mughlai,0.0,1,Noida
Royal Spice Restaurant,"North Indian, Chinese",0.0,2,Noida
Flying Tandoor,"North Indian, Fast Food",0.0,1,Faridabad
Tandoor & Curry Restaurant,"North Indian, Chinese",0.0,1,New Delhi
Darbar Chicken Corner,"North Indian, Mughlai, Chinese",0.0,2,New Delhi
D Food,"Chinese, Fast Food, North Indian",0.0,1,New Delhi
Jagadeesh Kharodewala,North Indian,0.0,1,New Delhi
Naughty 9 Kitchen & Bar,"North Indian, Chinese",0.0,2,New Delhi
Ramu Ka Dhaba,Mughlai,0.0,1,New Delhi
Crispers,"Fast Food, Beverages",0.0,1,New Delhi
Seth Baker's,"Bakery, Desserts",0.0,1,New Delhi
Sri Durga Dosa Corner,South Indian,0.0,1,New Delhi
Harmann Restaurant,"North Indian, South Indian, Chinese",0.0,1,Faridabad
Old Delhi Food Factory,Mughlai,0.0,2,New Delhi
Kebab Gallery,"North Indian, Lucknowi",0.0,1,New Delhi
R.P.W Pizza,Pizza,0.0,1,New Delhi
Green Vally Chiiness Food,Chinese,0.0,1,Noida
Sea Lord,"North Indian, South Indian",0.0,1,New Delhi
Chilli Tadka Food Villa,"North Indian, Chinese",0.0,1,New Delhi
Veer Jee,North Indian,0.0,1,Noida
Sweeter Delight,Bakery,0.0,1,New Delhi
Choices An Absolute BBQ,North Indian,0.0,1,New Delhi
Moonlight Cafe,"Continental, Fast Food, Italian",0.0,1,Noida
Evergreen Tandoori Night,North Indian,0.0,2,Faridabad
ATM Bistro,European,0.0,3,New Delhi
Rooftop Restaurant,Chinese,0.0,1,New Delhi
Sindh Snacks,North Indian,0.0,1,New Delhi
Shree Sai Bhog,"Chinese, North Indian, South Indian",0.0,1,New Delhi
Med E Taste,Mediterranean,0.0,2,Faridabad
Evergreen Food Corner,"Fast Food, Raw Meats",0.0,1,New Delhi
Sun Sweets Restaurant,"Street Food, Mithai, North Indian, South Indian, Chinese",0.0,1,Gurgaon
Punjabii Tandoor,"North Indian, Mughlai",0.0,2,Faridabad
HoG - House of Goodies,"Bakery, Desserts",0.0,1,New Delhi
Radha Swami Shudh Vaishno Dhaba,North Indian,0.0,1,Gurgaon
Muradabadi Chicken Corner,Mughlai,0.0,2,New Delhi
Shree Banke Foods,"Chinese, North Indian",0.0,1,New Delhi
Alwar Sweets & Namkeen,"Mithai, Street Food",0.0,1,Gurgaon
The Burger Chef,Fast Food,0.0,1,Gurgaon
Chaman Dhaba,North Indian,0.0,1,New Delhi
Bite N Sip,"Fast Food, Chinese",0.0,1,Gurgaon
Kettle & Kegs,Tea,0.0,1,Gurgaon
A One Muradabadi,North Indian,0.0,1,New Delhi
Chili's Treat,"North Indian, Chinese",0.0,1,New Delhi
High On Tea,"Cafe, Tea",0.0,1,Gurgaon
Adi's Restaurant,North Indian,0.0,1,New Delhi
Catchup Green,Fast Food,0.0,1,New Delhi
Oven Aroma,Bakery,0.0,1,Gurgaon
Mughal Chicken Corner,"North Indian, Mughlai",0.0,2,Gurgaon
Pizza Key,"Pizza, Fast Food",0.0,2,Noida
Tandoori Mystery,North Indian,0.0,1,Noida
Peniel Restaurant,South Indian,0.0,1,Noida
Sumona Restaurant,North Indian,0.0,1,New Delhi
Brick Station,Cafe,0.0,2,New Delhi
Pastry Point,"Bakery, Fast Food",0.0,1,New Delhi
Muradabadi Chicken Biryani & Dhaba,North Indian,0.0,1,New Delhi
Shree Shyam Bhojnalaya,North Indian,0.0,1,Gurgaon
Shri Radhe,North Indian,0.0,1,New Delhi
Chaat King,"Street Food, Fast Food",0.0,1,New Delhi
Grill & Cafe,"Chinese, Mughlai, North Indian",0.0,2,Gurgaon
Sahara Restaurant,"North Indian, Mughlai",0.0,1,New Delhi
Quality Restaurant,North Indian,0.0,1,New Delhi
Hungry Folks Food Corner,"Fast Food, North Indian, Chinese",0.0,2,New Delhi
Creative Food House,"Continental, Chinese, North Indian",0.0,1,New Delhi
Old Kheer Shop,Desserts,0.0,1,New Delhi
Pan Asian Noodles,Chinese,0.0,2,Noida
My Kind Of Cafe,"Cafe, Continental",0.0,2,New Delhi
Aggarwal Sweet Centre,"Mithai, Street Food",0.0,1,New Delhi
BiBo's Kitchen,"Bengali, North Indian",0.0,1,Gurgaon
Cherry Crossing Foods,North Indian,0.0,1,Gurgaon
Chillies Cafe,Fast Food,0.0,2,Noida
The Pack King,North Indian,0.0,1,Gurgaon
Courtyard Grill - Courtyard by Marriott,"Chinese, North Indian, Italian",0.0,4,Gurgaon
Punjabi Tandoor,North Indian,0.0,1,New Delhi
Meghraj & Sons,"Street Food, Mithai",0.0,1,New Delhi
Munch Brunch Cafe,"Street Food, Chinese",0.0,1,New Delhi
Total Food Court,"North Indian, Mughlai, Chinese",0.0,1,Faridabad
K.K. Fast Food Service,North Indian,0.0,1,New Delhi
Kashyap Vaishno Dhaba,North Indian,0.0,1,Faridabad
Johny's Vada Pav,Street Food,0.0,1,New Delhi
Hardwari,Mithai,0.0,1,New Delhi
Snacks and More,Fast Food,0.0,1,New Delhi
Dee Cake Shop,Bakery,0.0,1,New Delhi
Playboy Club,Finger Food,0.0,4,New Delhi
Chinese Chilly Sizzler,Chinese,0.0,1,Noida
Mairu's,"North Indian, Chinese, Fast Food",0.0,1,Noida
Punjab Sweets,"Mithai, Street Food",0.0,1,New Delhi
Gurgaon Mughlai Chicken,"North Indian, Mughlai",0.0,1,Gurgaon
Special No.1 Biryani Corner,Mughlai,0.0,2,Gurgaon
Choicest Cakes,Bakery,0.0,1,Noida
Eywa by Saby @ Celeste,Cafe,0.0,3,New Delhi
Pizza Corner,"Pizza, Fast Food",0.0,1,New Delhi
Rasoi Dil Se,"North Indian, Chinese, Continental",0.0,1,Noida
New Sharma Chicken Corner,"North Indian, Biryani",0.0,1,New Delhi
L'amore,"Bakery, Desserts, Fast Food",0.0,1,Noida
Lets Eat Veg,North Indian,0.0,1,New Delhi
DudeFood,North Indian,0.0,1,Noida
Sanjay Pandit Bhojnalaya,North Indian,0.0,1,Noida
Hasty Tasty Fast Food,"North Indian, Chinese",0.0,1,Noida
Shama Muradabadi,"North Indian, Biryani",0.0,1,New Delhi
Golden Chaat,Fast Food,0.0,1,Noida
FNV,"North Indian, Chinese",0.0,2,New Delhi
Satya Dhaba,North Indian,0.0,1,New Delhi
Kesarwa Bakez,Bakery,0.0,2,Noida
Chick Chicken House,"Raw Meats, Fast Food",0.0,1,New Delhi
Food Cloud,Cuisine Varies,0.0,2,New Delhi
Teddy Choco Studio,Desserts,0.0,1,Gurgaon
Chaudhary Burfi Wala,"Mithai, Street Food",0.0,1,Gurgaon
Deli Chic,"North Indian, Chinese",0.0,1,Noida
Casa Bake,Bakery,0.0,2,Noida
Nukkad Bites,"North Indian, South Indian, Bakery, Beverages",0.0,2,Noida
Foresto Lawn & Restaurant,"North Indian, Mughlai, Chinese",0.0,2,New Delhi
Bakelicious 18,"Bakery, Desserts",0.0,1,Gurgaon
Heavens Food Xprs,"North Indian, Mughlai, Chinese",0.0,2,Noida
First Treat Bakers,Bakery,0.0,1,New Delhi
B Bawarchi Restaurant,"North Indian, Mughlai, Chinese",0.0,2,Noida
Love to Wish,"Bakery, Desserts",0.0,1,Gurgaon
Hot Fork,"Chinese, Fast Food",0.0,1,Gurgaon
Shivalik Tiffin Corner,North Indian,0.0,1,Gurgaon
Kake Da Dhaba,"Awadhi, North Indian",0.0,1,Noida
Delicious Treasure,North Indian,0.0,1,Noida
52 Food Express,"North Indian, Chinese",0.0,1,Noida
Super Grill,Brazilian,0.0,2,Sio Paulo
Mr. Bake,Bakery,0.0,1,New Delhi
The Big Buddha Grill,"Cafe, Mexican",0.0,2,Noida
Shree Bikaner Mishthan Bhandar,Mithai,0.0,2,Gurgaon
RD's Authentic Aroma,"North Indian, South Indian, Chinese",0.0,1,Gurgaon
Ghar Ka Swad,"North Indian, Chinese",0.0,1,Noida
Divino Fogio,"Brazilian, Mineira",0.0,3,Sio Paulo
Call For Cuisine - Hotel Grenville,"North Indian, Chinese",0.0,2,Gurgaon
Frick's Tap,"American, Bar Food, BBQ",0.0,2,Davenport
The Food Garage,"Chinese, North Indian",0.0,2,Gurgaon
Krishan Sweets,Mithai,0.0,1,New Delhi
Southern Santushti Cafe,South Indian,0.0,1,Noida
Rajwana Foods,"North Indian, Chinese",0.0,1,Noida
Hurry Curry Express,"North Indian, Mughlai, Chinese",0.0,2,Noida
Sona Bridge Hotel,Chinese,0.0,1,Gurgaon
Baba Chinese Fast Food,Chinese,0.0,1,Noida
K2 Multi Cuisine Restaurant,"North Indian, Mughlai, Nepalese, Tibetan, Korean",0.0,3,New Delhi
Gauranga Sweets,Mithai,0.0,2,Noida
Yummy Mummy @ Delhi,"Bengali, North Indian",0.0,1,New Delhi
Delight Food,"Italian, Chinese",0.0,1,Noida
Subhoj,"North Indian, Biryani",0.0,1,Noida
Desi Bites,"North Indian, Fast Food",0.0,1,Gurgaon
Dial A Cake,"Bakery, Fast Food",0.0,1,New Delhi
Breadman Cake Shop,Bakery,0.0,1,Noida
Ancient Spice,"North Indian, Chinese",0.0,1,Gurgaon
Aalishaan,"Chinese, North Indian",0.0,1,New Delhi
Lazeez Foods,"North Indian, Mughlai, Chinese",0.0,1,Noida
iKitchen,"North Indian, Chinese, Italian",0.0,2,Gurgaon
Modern Sweets,"Mithai, Street Food",0.0,1,Gurgaon
Hungry Heights,Fast Food,0.0,1,New Delhi
Ronny Flavours,"Fast Food, Beverages",0.0,1,Gurgaon
Handi Mitran Di,"Mughlai, North Indian, Chinese",0.0,2,Noida
Rustic Flavours,North Indian,0.0,2,Gurgaon
Radha Rani Bakery,"Bakery, Desserts",0.0,1,Noida
Chauhan Fast Food,"Chinese, North Indian, Fast Food",0.0,1,Noida
Sandubas Cafi,"Brazilian, Cafe",0.0,1,Brasi_lia
Tasty Bites,"South Indian, Chinese, North Indian",0.0,1,Faridabad
Illusion The Lounge Bar - Hotel Clark Inn Gurgaon,"North Indian, Chinese",0.0,3,Gurgaon
Wraps Cafe,"Fast Food, North Indian",0.0,1,Noida
Cream Bell Scoopers,Ice Cream,0.0,1,Noida
365 Naturals,"Continental, North Indian, Fast Food, Street Food, South Indian",0.0,2,New Delhi
Friends Cafe,North Indian,0.0,2,New Delhi
Kafe @ Museum,"North Indian, Continental",0.0,1,New Delhi
Hooting Owl Cafe,"Fast Food, Beverages",0.0,1,Noida
Divya Hotal,North Indian,0.0,1,Noida
The Sweet Spot,Bakery,0.0,2,New Delhi
Deepu Fish & Chicken,North Indian,0.0,2,New Delhi
Sonu Bhojanalya,North Indian,0.0,1,New Delhi
UFO,"Fast Food, Street Food, Beverages",0.0,2,New Delhi
Sugar Rush,"Bakery, Mithai",0.0,1,New Delhi
Hangout Kathi Rolls,Fast Food,0.0,1,New Delhi
Bhagat Ji,Fast Food,0.0,1,New Delhi
Punjabi Special,North Indian,0.0,1,New Delhi
Moni Bakers,Bakery,0.0,1,New Delhi
Taj Mahal Dhaba,North Indian,0.0,1,New Delhi
Rapchick Biryani,North Indian,0.0,1,New Delhi
Evergreen Punjabi Swad,North Indian,0.0,1,New Delhi
Queen's Way,"North Indian, Mughlai",0.0,2,New Delhi
Shree Hari Vaishnav Dhaba,North Indian,0.0,1,New Delhi
Coffee Shop - Centaur Hotel,Cafe,0.0,3,New Delhi
Bengal Snacks,Fast Food,0.0,1,New Delhi
Riddhi Siddhi Restaurant,"North Indian, Fast Food",0.0,1,New Delhi
Brownies & More,"Bakery, Fast Food",0.0,1,New Delhi
Ravi Ke Parathe,North Indian,0.0,1,New Delhi
Aggarwal Bikaner Sweets Corner,"Mithai, Fast Food",0.0,1,New Delhi
Craving Cure,Chinese,0.0,1,New Delhi
Aggarwal Petha Store and Bakers,"Bakery, Mithai",0.0,1,New Delhi
Mittal Caterer,"Street Food, South Indian, Mithai",0.0,1,New Delhi
Gulshan Hotel,North Indian,0.0,1,Faridabad
Flavors of London,"Desserts, Ice Cream, Fast Food",0.0,1,New Delhi
South Street Cafe,South Indian,0.0,1,New Delhi
Gulati Food Corner,Chinese,0.0,1,New Delhi
Cheffron Bakery,Bakery,0.0,1,New Delhi
Guru Kripa Chicken Corner,North Indian,0.0,1,New Delhi
Grover Sweets Rajouri Wala,"Mithai, Street Food",0.0,1,New Delhi
Ekta Restaurant,North Indian,0.0,1,New Delhi
Chicken Biryani Centre,Biryani,0.0,1,New Delhi
Chinese Temptation,"Chinese, Fast Food",0.0,1,New Delhi
Ashoka's Ice Zone,"Ice Cream, Beverages",0.0,1,New Delhi
Food Point and Sweets Corner,"South Indian, Fast Food, North Indian, Chinese",0.0,1,New Delhi
Annapurna Caters,North Indian,0.0,1,New Delhi
Lamba Sweets Corner,"Mithai, Street Food",0.0,1,New Delhi
Aggarwal Sweet Fresh,"Mithai, Street Food",0.0,1,New Delhi
Punjabi Chaska & Rasoi,North Indian,0.0,1,New Delhi
The Tandoor Hut,"North Indian, Mughlai",0.0,2,New Delhi
Hira Lal Sweets,Mithai,0.0,1,New Delhi
Gupta Eating Corner,North Indian,0.0,1,New Delhi
Jainco Sweets,Mithai,0.0,1,New Delhi
Mehak Restaurant,"North Indian, South Indian",0.0,1,New Delhi
Anupam Hotel,North Indian,0.0,1,New Delhi
Kamala Fast Food & Chinese,"Fast Food, Chinese",0.0,1,New Delhi
Sagar,"Bakery, Fast Food",0.0,1,New Delhi
Yum Yum,"Pizza, Burger, Fast Food",0.0,1,New Delhi
Choudhary Dhaba,North Indian,0.0,1,New Delhi
Gopal Ji Rasoi Wala,North Indian,0.0,1,New Delhi
House Of Chocolate,"Desserts, Bakery",0.0,2,New Delhi
Chinese Delight,Chinese,0.0,1,New Delhi
Prem Jee Da Dhaba,North Indian,0.0,2,New Delhi
Pakiza Restaurant,"North Indian, Mughlai",0.0,2,New Delhi
Lokenath Sweets,Mithai,0.0,1,New Delhi
Friends Fast Food,"Chinese, Fast Food",0.0,1,New Delhi
Bikaner Sweets & Bakers,"Mithai, Fast Food",0.0,2,New Delhi
Spezia Deliveries,"North Indian, Continental, Chinese",0.0,2,New Delhi
Cafe Tandoor,Fast Food,0.0,1,New Delhi
Flavours Kitchen,"North Indian, Chinese",0.0,2,New Delhi
Bitoo Chat Corner,Street Food,0.0,1,New Delhi
KindBhutani's,"South Indian, Fast Food, Chinese",0.0,1,New Delhi
Rasoi - The Indian Zaika,North Indian,0.0,1,New Delhi
Khalsa Chicken Corner,"North Indian, Mughlai",0.0,1,New Delhi
Sargam Sweets,"Desserts, Street Food",0.0,1,New Delhi
Sandwiches 'N' More,"Fast Food, Chinese",0.0,1,New Delhi
Cake Walkers,Bakery,0.0,1,New Delhi
Annapurna Bhojnalaya,North Indian,0.0,1,New Delhi
Pick & Carry,Fast Food,0.0,1,New Delhi
New China Town,Chinese,0.0,1,New Delhi
Da Pizza Zone,"Pizza, Fast Food",0.0,2,New Delhi
Kake Di Chap,Fast Food,0.0,1,New Delhi
J V's Fried Chicken,Fast Food,0.0,1,New Delhi
Sanjha Chulah Babe Da,North Indian,0.0,1,New Delhi
Vaishno Bhojanalaya,"North Indian, Chinese",0.0,1,New Delhi
Tandoori Theka,"Mughlai, North Indian",0.0,1,New Delhi
Punjabi Parantha Station and Punjabi Thali,North Indian,0.0,1,New Delhi
Bake My Day,"Bakery, Desserts, Fast Food",0.0,1,New Delhi
Chip N Dale,"Continental, Chinese, Fast Food",0.0,1,New Delhi
Shri Bhujia Bhandar,"Street Food, Mithai",0.0,1,New Delhi
Hotel 121 Shakahari,North Indian,0.0,1,New Delhi
Laziz Foods,"Mughlai, North Indian",0.0,1,New Delhi
Mummy's Food Corner,Assamese,0.0,1,New Delhi
Riyaz Biryani Corner,North Indian,0.0,1,New Delhi
Amor Kitchen,North Indian,0.0,1,New Delhi
Cookfresh,Asian,0.0,2,New Delhi
Milan Food,"Chinese, North Indian",0.0,2,New Delhi
Sikkim Chinese Food,Chinese,0.0,1,New Delhi
Dilli Grillz,"North Indian, Chinese",0.0,2,New Delhi
Milko's,"Street Food, Mithai",0.0,1,New Delhi
Wah Shah Ji Wah,North Indian,0.0,1,New Delhi
The Second Wife Kitchen,North Indian,0.0,2,New Delhi
T-2 Di Hatti,Street Food,0.0,1,New Delhi
Snazzy Delights,Bakery,0.0,1,New Delhi
Pastry Place,"Bakery, Fast Food",0.0,1,New Delhi
Foodiez,Street Food,0.0,1,New Delhi
Shah Ji Di Rasoi,Street Food,0.0,1,New Delhi
Sonu Sweets,"Mithai, Chinese",0.0,1,New Delhi
Royal Bakery,"Bakery, Desserts",0.0,1,New Delhi
Chocochill,Desserts,0.0,1,New Delhi
Zawlbuk,Tibetan,0.0,1,New Delhi
Maggi Point,Fast Food,0.0,1,Faridabad
Bangali Sweets & Restaurant,Mithai,0.0,1,Faridabad
The Pink Whisk,Bakery,0.0,1,New Delhi
Mama Tao,Chinese,0.0,1,New Delhi
Cafe Mom,North Indian,0.0,1,New Delhi
Kayasth Cuisine,Mughlai,0.0,3,New Delhi
Chinese Chatorey Xpress,"Chinese, North Indian, Fast Food",0.0,1,New Delhi
Aggarwal Eating Point,"Street Food, Mithai",0.0,1,New Delhi
Al- Sheikh,"Afghani, Mughlai, Chinese",0.0,2,New Delhi
Anupama Sweets & Restaurant,"North Indian, Mithai",0.0,1,New Delhi
Delhi Lazeez,North Indian,0.0,2,New Delhi
Delhi Pizza Corner,"Pizza, Fast Food",0.0,1,New Delhi
Jagram Dhaba,North Indian,0.0,1,New Delhi
Lasha Chinese Food,Chinese,0.0,1,New Delhi
Evergreen Food Point,"Mithai, Street Food",0.0,1,Noida
TLC Kitchen,Healthy Food,0.0,2,New Delhi
Swadist Bhojnalaya,"Chinese, North Indian",0.0,1,New Delhi
ChocoLite,"Bakery, Desserts, Healthy Food",0.0,1,New Delhi
Just Parkash,Chinese,0.0,1,New Delhi
Lemon Chick,North Indian,0.0,2,New Delhi
Jalebi Wala,Desserts,0.0,1,New Delhi
Standard Pastry Shop,"Bakery, Fast Food",0.0,1,New Delhi
#InstaFreeze,Ice Cream,0.0,1,New Delhi
Nidhi's Cake Lounge,Bakery,0.0,1,New Delhi
Spice Affair,"North Indian, Chinese",0.0,2,Noida
Nik's Chawla Chik Inn,"North Indian, Fast Food",0.0,2,New Delhi
Shashi's China Wok,Chinese,0.0,1,New Delhi
Choc-oholic,Desserts,0.0,1,New Delhi
Vijay South Indian Food,South Indian,0.0,1,New Delhi
V S Cafe,Fast Food,0.0,1,New Delhi
Chick Fish Point,North Indian,0.0,1,New Delhi
Punjabi Shahi Chicken Soup,Chinese,0.0,1,New Delhi
Mashoor Gulati,North Indian,0.0,2,New Delhi
Chocolics,"Bakery, Desserts",0.0,2,New Delhi
Anand Sweets,"Mithai, Street Food",0.0,1,New Delhi
Shalimar Food,Street Food,0.0,1,New Delhi
Shri Ram Sweets,"South Indian, Street Food, Chinese",0.0,1,New Delhi
Food Master's Galley,"North Indian, Chinese",0.0,1,New Delhi
Thalaiva Cafe,"South Indian, Chinese",0.0,1,New Delhi
Green Chilly Chinese Food,Chinese,0.0,1,Faridabad
Chavi Food Point,North Indian,0.0,1,New Delhi
Aces - The Card Room,Finger Food,0.0,4,New Delhi
Meghansh Bakery,"Bakery, Desserts",0.0,1,Faridabad
Metro Bar & Family Restaurant,"North Indian, Chinese",0.0,3,New Delhi
Aggarwal Bikaner Wala,"Mithai, Street Food",0.0,1,New Delhi
Al Mughal,Mughlai,0.0,1,New Delhi
Pizza Day,"Pizza, Fast Food",0.0,2,New Delhi
The Urban Canteen,Fast Food,0.0,1,New Delhi
New Lazeez Tandoor,"North Indian, Chinese",0.0,2,New Delhi
Oh My!,"Chinese, Fast Food",0.0,1,Faridabad
Hook N Cook,Chinese,0.0,2,New Delhi
Milko Sweets Corner,"Mithai, Street Food",0.0,1,New Delhi
Evergreen Sweets & Restaurant,"North Indian, South Indian, Chinese, Fast Food",0.0,1,Faridabad
Hotel Maidah,"North Indian, Mughlai",0.0,1,New Delhi
Swaad Restaurant,"North Indian, Mughlai, Chinese",0.0,2,New Delhi
Halal Pizza 'n' Joy,Pizza,0.0,1,New Delhi
Crazylicious Cakes N Desserts,"Bakery, Desserts",0.0,1,New Delhi
Hans Fast Food Center,"Fast Food, Desserts",0.0,1,New Delhi
Sardar Ji Take Away & Caterers,"North Indian, Chinese",0.0,1,New Delhi
KG Confectionery and Pastry Shop,"Bakery, Desserts",0.0,1,New Delhi
JMD Food Palace,North Indian,0.0,2,New Delhi
Fish Point,North Indian,0.0,1,New Delhi
Buena Tierra,Bakery,0.0,1,New Delhi
Bruncheez,Fast Food,0.0,1,New Delhi
Brij Palace Restaurant,North Indian,0.0,1,New Delhi
Kesariya Sweets,Mithai,0.0,1,New Delhi
Chaap Express,North Indian,0.0,1,New Delhi
Purani Dilli Da Swad,"Street Food, Fast Food",0.0,1,Faridabad
Wich 'N' Shake,"Beverages, Fast Food",0.0,1,Noida
Radhey Radhey Foods,North Indian,0.0,2,New Delhi
Aunty Chings Fast Food,Chinese,0.0,1,New Delhi
New South Indian & Chinese Foods,"South Indian, Chinese",0.0,1,New Delhi
Sam's Bake Shop,"Bakery, Fast Food",0.0,1,Faridabad
Pokhreli Kitchen,"South Indian, Nepalese",0.0,1,New Delhi
King's Kitchen,"North Indian, Mughlai, Chinese",0.0,1,Faridabad
Mohit Bakery,"Bakery, Fast Food",0.0,1,New Delhi
Inam Muradabadi,Mughlai,0.0,1,New Delhi
Home Kitchen,"North Indian, South Indian",0.0,1,New Delhi
PIE,"Desserts, Ice Cream, Pizza",0.0,1,New Delhi
Lucknow Wale Kwality Kabab,"Mughlai, North Indian",0.0,2,Noida
Turning Point Fast Food,"South Indian, Chinese, Continental",0.0,2,New Delhi
Nawabi Mughlai Zaika Food Van,"North Indian, Mughlai",0.0,1,Noida
Babu Meat Wala,"Raw Meats, North Indian",0.0,1,New Delhi
Ice Stone Cafe,Desserts,0.0,1,Noida
Allishan Family Restaurant,North Indian,0.0,1,New Delhi
